LAMMPS (23 Jun 2022 - Update 4)
# 3d vashishta

units		metal
atom_style	atomic

boundary        p p p


lattice		custom 1              a1 5.5392  0. 0.              a2 0.0 5.5392  0.0            a3 0.0 0.0 5.5392             basis 0.   0.   0.            basis 0.5  0.5  0.            basis 0.5  0.   0.5            basis 0.   0.5  0.5            basis 0.5  0.   0.             basis 0.   0.5  0.             basis 0.   0.   0.5             basis 0.5  0.5  0.5
Lattice spacing in x,y,z = 5.5392 5.5392 5.5392


region		caixa block 0 10 0 10 0 10
create_box	2 caixa
Created orthogonal box = (0 0 0) to (55.392 55.392 55.392)
  1 by 2 by 5 MPI processor grid
create_atoms	1 region caixa basis 1 1 basis 2 1 basis 3 1 basis 4 1             	  basis 5 2 basis 6 2 basis 7 2 basis 8 2
Created 8000 atoms
  using lattice units in orthogonal box = (0 0 0) to (55.392 55.392 55.392)
  create_atoms CPU = 0.001 seconds

mass		1 137.33
mass		2 15.9994

#velocity	all create 2100. 473204 dist gaussian
velocity        all create 2900. 473204 dist gaussian

group		Ba type 1
4000 atoms in group Ba
group		O type 2
4000 atoms in group O

pair_style	table linear 50000
pair_coeff	1 1 Pot_BaO Vash_11
WARNING: 23463 of 50000 force values in table Vash_11 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:463)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_11 to re-computed values (../pair_table.cpp:471)
pair_coeff	1 2 Pot_BaO Vash_12
WARNING: 23576 of 50000 force values in table Vash_12 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:463)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_12 to re-computed values (../pair_table.cpp:471)
pair_coeff	2 2 Pot_BaO Vash_22
WARNING: 23794 of 50000 force values in table Vash_22 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:463)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_22 to re-computed values (../pair_table.cpp:471)

timestep	0.001   #1.0 fs

thermo		500         # intervalo para mostrar output instantaneos.

neighbor	2.0 bin
neigh_modify	every 8 delay 0 check yes

restart		1000 BaO-nvt.T2100

#fix		ensemble all nve
#fix		ensemble all nvt temp 300 300 0.1 iso 0.0 0.0 0.5 drag 2.0
#fix    ensemble all nvt temp 2100 2100 0.1

fix    ensemble all nvt temp 2900 2900 0.05


run		2000000
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 8 steps, delay 0 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 11
  ghost atom cutoff = 11
  binsize = 5.5, bins = 11 11 11
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair table, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.309 | 3.535 | 3.696 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     32500   2891.7678     -27880.875      0             -24890.926      112161.59    
     33000   2926.3353     -27842.902      0             -24817.212      112767.15    
     33500   2916.0377     -27853.588      0             -24838.545      111896.74    
     34000   2932.0959     -27867.82       0             -24836.174      113015.57    
     34500   2926.2439     -27867.134      0             -24841.539      112139.19    
     35000   2863.8626     -27874.778      0             -24913.682      111498.32    
     35500   2901.9982     -27830.778      0             -24830.252      113891.27    
     36000   2943.901      -27910.72       0             -24866.868      110716.4     
     36500   2883.6214     -27902.26       0             -24920.735      110609.42    
     37000   2888.3821     -27871.236      0             -24884.788      111738.14    
     37500   2910.8915     -27826.302      0             -24816.58       113565.56    
     38000   2914.4893     -27873.001      0             -24859.559      112180.09    
     38500   2891.4295     -27853.805      0             -24864.206      113495.76    
     39000   2927.8879     -27872.259      0             -24844.964      112823.32    
     39500   2862.3279     -27856.264      0             -24896.755      112531.45    
     40000   2902.1444     -27938.133      0             -24937.455      110169.06    
     40500   2937.2644     -27896.264      0             -24859.274      110791.37    
     41000   2931.4019     -27905.623      0             -24874.694      111275.57    
     41500   2890.4203     -27894.589      0             -24906.034      111407.32    
     42000   2938.3356     -27930.685      0             -24892.587      110211.55    
     42500   2893.049      -27903.537      0             -24912.264      111360.52    
     43000   2891.6482     -27856.03       0             -24866.205      112315.38    
     43500   2939.0374     -27900.625      0             -24861.801      111257.22    
     44000   2887.6042     -27888.592      0             -24902.949      111141.35    
     44500   2976.1727     -27848.453      0             -24771.233      113961.99    
     45000   2893.8674     -27844.101      0             -24851.981      112413.53    
     45500   2902.1397     -27909.382      0             -24908.709      109792.97    
     46000   2899.5508     -27846.08       0             -24848.084      113528.35    
     46500   2852.9688     -27847.39       0             -24897.557      112508.26    
     47000   2915.9772     -27839.851      0             -24824.871      113838.76    
     47500   2887.3809     -27868.051      0             -24882.638      112145.24    
     48000   2886.3591     -27862.366      0             -24878.009      111995.83    
     48500   2904.0955     -27859.409      0             -24856.714      112080.37    
     49000   2863.1246     -27864.692      0             -24904.359      111623.95    
     49500   2924.137      -27843.836      0             -24820.419      113273.36    
     50000   2876.2025     -27898.008      0             -24924.153      111223.59    
     50500   2896.8711     -27855.219      0             -24859.993      111970.3     
     51000   2924.0313     -27845.347      0             -24822.04       112741.61    
     51500   2887.4831     -27910.663      0             -24925.145      109670.72    
     52000   2883.64       -27878.905      0             -24897.36       111931.31    
     52500   2884.2641     -27853.387      0             -24871.197      112274.97    
     53000   2878.1025     -27856.26       0             -24880.441      113790.24    
     53500   2868.9098     -27867.392      0             -24901.078      111654.42    
     54000   2897.4902     -27847.316      0             -24851.451      113133.77    
     54500   2935.32       -27845.568      0             -24810.588      113628.05    
     55000   2864.9868     -27832.13       0             -24869.872      112695.08    
     55500   2860.4842     -27896.034      0             -24938.43       111316.88    
     56000   2893.0901     -27849.952      0             -24858.636      113277.03    
     56500   2925.8684     -27877.657      0             -24852.45       111373.92    
     57000   2908.2184     -27874.755      0             -24867.797      112868.06    
     57500   2867.614      -27871.006      0             -24906.031      112301.09    
     58000   2866.7121     -27876.998      0             -24912.956      112101.14    
     58500   2885.3038     -27845.27       0             -24862.005      113516       
     59000   2898.1738     -27805.461      0             -24808.889      114031.07    
     59500   2916.2959     -27872.569      0             -24857.259      111706.46    
     60000   2873.4457     -27858.916      0             -24887.911      112009.24    
     60500   2860.9633     -27883.223      0             -24925.125      111161.22    
     61000   2897.3342     -27890.317      0             -24894.613      111639.57    
     61500   2870.4821     -27876.918      0             -24908.978      110868.12    
     62000   2881.0846     -27829.993      0             -24851.09       113744.97    
     62500   2909.1773     -27833.396      0             -24825.447      113261.58    
     63000   2926.289      -27831.443      0             -24805.801      112832.51    
     63500   2942.5009     -27853.79       0             -24811.385      113221.79    
     64000   2885.7629     -27870.64       0             -24886.9        112379.48    
     64500   2932.9549     -27881.89       0             -24849.355      112822.86    
     65000   2904.2589     -27874.083      0             -24871.219      111357.61    
     65500   2930.5868     -27837.554      0             -24807.469      113606.1     
     66000   2938.5189     -27848.238      0             -24809.951      113318.61    
     66500   2845.8673     -27846.551      0             -24904.061      112730       
     67000   2885.1772     -27847.143      0             -24864.009      112703.57    
     67500   2902.4358     -27853.411      0             -24852.432      113686.26    
     68000   2889.1873     -27842.532      0             -24855.251      113392.74    
     68500   2914.072      -27882.461      0             -24869.45       111292.42    
     69000   2928.3331     -27861.15       0             -24833.394      112443.59    
     69500   2872.5166     -27843.376      0             -24873.332      112654.31    
     70000   2914.8723     -27856.905      0             -24843.067      112871.66    
     70500   2901.2636     -27831.266      0             -24831.499      112728.44    
     71000   2872.7702     -27872.232      0             -24901.926      112006.84    
     71500   2895.0804     -27888.14       0             -24894.766      111127.26    
     72000   2874.6122     -27846.503      0             -24874.293      112765.77    
     72500   2906.9363     -27871.878      0             -24866.246      112201.71    
     73000   2901.8119     -27845.068      0             -24844.734      113343.05    
     73500   2880.2028     -27850.418      0             -24872.426      112624.52    
     74000   2925.2908     -27881.721      0             -24857.111      112074.71    
     74500   2884.3892     -27883.501      0             -24901.182      111006.54    
     75000   2851.5978     -27883.348      0             -24934.933      111451.42    
     75500   2853.9361     -27807.895      0             -24857.062      114697.36    
     76000   2888.0749     -27846.158      0             -24860.028      113122.63    
     76500   2869.7612     -27847.132      0             -24879.937      112377.39    
     77000   2935.6281     -27879.717      0             -24844.419      112492.71    
     77500   2918.2508     -27855.739      0             -24838.408      112800.46    
     78000   2876.5223     -27848.954      0             -24874.768      112750.87    
     78500   2878.5884     -27860.949      0             -24884.627      112613.01    
     79000   2917.4001     -27869.61       0             -24853.159      111509.02    
     79500   2922.7313     -27889.337      0             -24867.373      112305.06    
     80000   2927.1985     -27878.865      0             -24852.283      112200.01    
     80500   2891.6771     -27812.625      0             -24822.77       114501.69    
     81000   2869.6324     -27875.439      0             -24908.378      111232.25    
     81500   2889.2354     -27830.676      0             -24843.345      113679.87    
     82000   2892.0849     -27858.27       0             -24867.994      113040.21    
     82500   2918.8647     -27863.192      0             -24845.227      112278.78    
     83000   2938.3861     -27835.807      0             -24797.657      113342.41    
     83500   2851.1501     -27827.37       0             -24879.418      112908.32    
     84000   2911.2259     -27889.417      0             -24879.35       111174.3     
     84500   2868.2104     -27854.714      0             -24889.123      112494.8     
     85000   2937.3752     -27873.386      0             -24836.281      112156.62    
     85500   2850.2924     -27803.132      0             -24856.067      113745.02    
     86000   2910.4108     -27858.321      0             -24849.096      112600.63    
     86500   2894.5895     -27858.79       0             -24865.923      112860.66    
     87000   2905.1468     -27841.799      0             -24838.017      112960.83    
     87500   2905.6895     -27818.042      0             -24813.698      113659.43    
     88000   2949.3576     -27824.947      0             -24775.453      114513.45    
     88500   2867.7993     -27865.722      0             -24900.555      111490.41    
     89000   2892.8494     -27804.327      0             -24813.26       114858.93    
     89500   2883.0292     -27853.438      0             -24872.525      112733.87    
     90000   2896.898      -27869.018      0             -24873.765      113067.07    
     90500   2863.4882     -27841.226      0             -24880.517      113069.56    
     91000   2904.3177     -27837.968      0             -24835.044      112336.98    
     91500   2914.479      -27839.454      0             -24826.023      113390.15    
     92000   2920.4631     -27875.579      0             -24855.961      112273.62    
     92500   2885.5223     -27895.049      0             -24911.558      111871.3     
     93000   2890.6696     -27802.637      0             -24813.824      114529.62    
     93500   2920.4228     -27899.999      0             -24880.422      111126.95    
     94000   2913.9656     -27905.924      0             -24893.024      110933.63    
     94500   2931.1626     -27890.777      0             -24860.095      112125.87    
     95000   2930.6574     -27843.713      0             -24813.554      113428.01    
     95500   2873.5914     -27862.374      0             -24891.219      112351.82    
     96000   2921.5903     -27853.683      0             -24832.899      112046       
     96500   2885.6244     -27852.607      0             -24869.01       112968.96    
     97000   2883.4499     -27856.925      0             -24875.576      112425.52    
     97500   2883.2103     -27855.813      0             -24874.712      112745.6     
     98000   2918.938      -27870.573      0             -24852.532      112880.58    
     98500   2853.0656     -27829.841      0             -24879.908      113377.61    
     99000   2889.9733     -27851.467      0             -24863.374      112791.81    
     99500   2837.0562     -27844.777      0             -24911.397      112119.44    
    100000   2905.6852     -27894.883      0             -24890.545      111525.8     
    100500   2911.623      -27867.354      0             -24856.876      111684.89    
    101000   2943.014      -27832.754      0             -24789.819      113148.86    
    101500   2915.7349     -27856.498      0             -24841.768      112431.48    
    102000   2885.037      -27873.116      0             -24890.126      111748.44    
    102500   2902.5545     -27825.805      0             -24824.704      113959.46    
    103000   2910.5686     -27889.827      0             -24880.439      111327.91    
    103500   2914.29       -27875.559      0             -24862.324      112579.79    
    104000   2941.8649     -27835.372      0             -24793.625      114402.11    
    104500   2860.7427     -27875.408      0             -24917.537      112220.36    
    105000   2901.9381     -27846.213      0             -24845.749      113159.88    
    105500   2901.4076     -27877.493      0             -24877.577      111486.5     
    106000   2914.0401     -27848.487      0             -24835.51       113203.92    
    106500   2930.3376     -27877.896      0             -24848.068      112471.82    
    107000   2936.388      -27877.514      0             -24841.43       112570.24    
    107500   2920.1078     -27899.733      0             -24880.482      110674.63    
    108000   2906.7008     -27854.071      0             -24848.682      114125.41    
    108500   2902.9777     -27855.045      0             -24853.506      113472.68    
    109000   2901.9315     -27855.48       0             -24855.023      112645.44    
    109500   2852.7078     -27875.512      0             -24925.95       111238.96    
    110000   2925.4336     -27869.552      0             -24844.795      112450.98    
    110500   2886.2749     -27877.63       0             -24893.361      112397.13    
    111000   2871.7081     -27847.371      0             -24878.163      112636.31    
    111500   2933.0285     -27883.98       0             -24851.369      112282.83    
    112000   2872.4236     -27896.574      0             -24926.626      111194.84    
    112500   2897.6666     -27850.559      0             -24854.511      113029.92    
    113000   2917.8752     -27856.756      0             -24839.814      112579.9     
    113500   2892.3118     -27858.507      0             -24867.996      112405.44    
    114000   2883.4647     -27869.301      0             -24887.937      113060.59    
    114500   2934.0234     -27900.399      0             -24866.76       111768.84    
    115000   2907.1698     -27871.675      0             -24865.801      112618.64    
    115500   2883.6985     -27863.55       0             -24881.944      111993.78    
    116000   2885.5895     -27884.462      0             -24900.901      111598.61    
    116500   2957.1731     -27872.785      0             -24815.21       112821.42    
    117000   2842.1701     -27852.8        0             -24914.133      112367.3     
    117500   2868.791      -27862.319      0             -24896.128      112281.49    
    118000   2933.1612     -27865.918      0             -24833.17       112649.92    
    118500   2908.0836     -27900.793      0             -24893.975      110988.24    
    119000   2911.1465     -27867.579      0             -24857.594      112735.48    
    119500   2894.4492     -27806.622      0             -24813.9        114424.56    
    120000   2916.0821     -27866.798      0             -24851.709      111751.75    
    120500   2839.3736     -27867.062      0             -24931.286      112720.78    
    121000   2924.0473     -27847.054      0             -24823.73       113282.79    
    121500   2884.4503     -27854.777      0             -24872.394      112962.16    
    122000   2885.1944     -27891.036      0             -24907.884      111058.02    
    122500   2939.3469     -27845.38       0             -24806.237      113287.18    
    123000   2901.0548     -27868.573      0             -24869.022      112420.18    
    123500   2891.965      -27834.115      0             -24843.962      113539.72    
    124000   2866.3102     -27863.267      0             -24899.641      111498.03    
    124500   2880.714      -27877.393      0             -24898.873      111680.23    
    125000   2843.382      -27889.725      0             -24949.804      110973.59    
    125500   2870.7366     -27869.757      0             -24901.553      112308.73    
    126000   2898.6728     -27848.945      0             -24851.856      112432.61    
    126500   2885.0552     -27853.938      0             -24870.93       112814.01    
    127000   2954.4182     -27835.995      0             -24781.269      113459.44    
    127500   2893.3677     -27881.367      0             -24889.764      110928.95    
    128000   2856.7015     -27852.468      0             -24898.776      112154.85    
    128500   2915.8185     -27870.915      0             -24856.099      112456.53    
    129000   2921.2285     -27865.451      0             -24845.041      113152.03    
    129500   2895.5061     -27843.722      0             -24849.908      113473.41    
    130000   2925.3204     -27896.773      0             -24872.132      112368.68    
    130500   2898.3956     -27836.587      0             -24839.786      113851.95    
    131000   2913.2872     -27879.413      0             -24867.214      111972.12    
    131500   2935.6378     -27903.104      0             -24867.796      110796.1     
    132000   2910.724      -27841.99       0             -24832.441      113063.41    
    132500   2977.8778     -27882.896      0             -24803.913      112550.24    
    133000   2904.5998     -27864.018      0             -24860.802      112393.96    
    133500   2901.5571     -27868.624      0             -24868.554      112306.49    
    134000   2951.2659     -27837.208      0             -24785.741      113713.33    
    134500   2933.876      -27852.996      0             -24819.509      112413.06    
    135000   2925.6102     -27874.763      0             -24849.823      112133.39    
    135500   2867.6914     -27857.161      0             -24892.106      112465.42    
    136000   2921.117      -27863.974      0             -24843.68       112905       
    136500   2927.5497     -27877.905      0             -24850.959      112153.42    
    137000   2864.0056     -27887.936      0             -24926.692      110680.9     
    137500   2896.525      -27891.952      0             -24897.085      111683.35    
    138000   2898.7284     -27844.909      0             -24847.763      112576.68    
    138500   2937.3249     -27892.841      0             -24855.788      112003.74    
    139000   2905.1744     -27815.101      0             -24811.29       113969.85    
    139500   2883.5059     -27861.886      0             -24880.48       112061.4     
    140000   2864.8575     -27922.859      0             -24960.735      110675.43    
    140500   2943.9106     -27827.239      0             -24783.377      113279.67    
    141000   2874.169      -27844.696      0             -24872.943      112883.96    
    141500   2867.5195     -27888.021      0             -24923.143      111398.19    
    142000   2883.3192     -27854.892      0             -24873.679      111755.07    
    142500   2909.1352     -27861.123      0             -24853.217      111842.53    
    143000   2954.0454     -27845.561      0             -24791.22       113787.18    
    143500   2912.0895     -27850.015      0             -24839.054      112234.65    
    144000   2893.9435     -27862.13       0             -24869.931      113295.42    
    144500   2892.0776     -27856.252      0             -24865.983      112562.83    
    145000   2886.4071     -27876.349      0             -24891.943      111780.98    
    145500   2910.0776     -27848.227      0             -24839.347      113600       
    146000   2888.3103     -27838.239      0             -24851.865      113043.4     
    146500   2856.1892     -27818.112      0             -24864.95       113444.35    
    147000   2884.6085     -27854.646      0             -24872.1        112507.74    
    147500   2909.0403     -27875.579      0             -24867.771      112538.98    
    148000   2937.6417     -27872.189      0             -24834.809      112355.51    
    148500   2902.3743     -27833.149      0             -24832.234      113061.83    
    149000   2869.0394     -27879.472      0             -24913.023      112056.49    
    149500   2922.107      -27886.126      0             -24864.808      112235.96    
    150000   2867.3614     -27855.866      0             -24891.152      112029.89    
    150500   2908.7523     -27828.324      0             -24820.814      112163.71    
    151000   2915.7722     -27846.799      0             -24832.031      112961.26    
    151500   2898.3086     -27871.408      0             -24874.696      112353.33    
    152000   2885.9613     -27883.757      0             -24899.812      111577.83    
    152500   2888.663      -27871.765      0             -24885.026      112647.07    
    153000   2877.113      -27828.472      0             -24853.676      114171.63    
    153500   2894.2939     -27853.297      0             -24860.736      112702.52    
    154000   2861.93       -27858.588      0             -24899.49       112297.93    
    154500   2908.3008     -27855.395      0             -24848.352      112375.69    
    155000   2877.9868     -27859.802      0             -24884.102      111338.75    
    155500   2913.0759     -27830.637      0             -24818.657      114323.64    
    156000   2898.9237     -27881.913      0             -24884.566      112369.96    
    156500   2930.7049     -27826.939      0             -24796.732      112519.79    
    157000   2871.1609     -27901.151      0             -24932.509      110513.4     
    157500   2931.3784     -27871.016      0             -24840.111      112286.48    
    158000   2861.8592     -27892.809      0             -24933.785      111846.18    
    158500   2873.06       -27907.26       0             -24936.654      110415.58    
    159000   2899.9559     -27866.286      0             -24867.871      112185.58    
    159500   2870.3147     -27850.349      0             -24882.582      111910.86    
    160000   2904.6762     -27886.561      0             -24883.266      111755.98    
    160500   2941.0462     -27843.341      0             -24802.441      113168.72    
    161000   2863.8672     -27858.223      0             -24897.122      112871.41    
    161500   2923.2871     -27878.47       0             -24855.931      111698.46    
    162000   2873.3642     -27897.399      0             -24926.479      111059.63    
    162500   2897.6718     -27898.312      0             -24902.259      109866.8     
    163000   2921.553      -27822.43       0             -24801.685      113617.93    
    163500   2885.5804     -27834.789      0             -24851.238      113087.72    
    164000   2930.6302     -27839.228      0             -24809.097      114232.52    
    164500   2877.1644     -27849.453      0             -24874.603      112815.46    
    165000   2901.6018     -27865.862      0             -24865.745      112419.68    
    165500   2868.4538     -27874.033      0             -24908.19       111892.59    
    166000   2928.4857     -27903.133      0             -24875.22       111032.22    
    166500   2953.1914     -27865.264      0             -24811.807      112731.89    
    167000   2869.742      -27864.294      0             -24897.119      112317.72    
    167500   2908.6276     -27889.539      0             -24882.158      111814.56    
    168000   2886.6981     -27854.146      0             -24869.439      112504.64    
    168500   2890.5497     -27870.508      0             -24881.818      112483.77    
    169000   2857.2473     -27841.556      0             -24887.3        113438.42    
    169500   2868.3874     -27831.402      0             -24865.628      113167.78    
    170000   2905.8859     -27828.893      0             -24824.347      113504.39    
    170500   2881.116      -27866.959      0             -24888.023      112384.26    
    171000   2896.2486     -27876.451      0             -24881.87       110997.42    
    171500   2932.8967     -27855.441      0             -24822.966      112388.37    
    172000   2867.6703     -27884.903      0             -24919.869      111524.77    
    172500   2917.7702     -27857.039      0             -24840.204      112699.96    
    173000   2883.3042     -27859.865      0             -24878.667      111963.74    
    173500   2931.8246     -27871.505      0             -24840.14       112045.13    
    174000   2894.7023     -27821.016      0             -24828.033      113359.83    
    174500   2934.0033     -27813.981      0             -24780.363      113649.52    
    175000   2910.155      -27875.906      0             -24866.946      112504.66    
    175500   2906.6163     -27851.76       0             -24846.458      112734.36    
    176000   2849.8779     -27874.178      0             -24927.542      111999.21    
    176500   2880.7432     -27812.237      0             -24833.687      113879.55    
    177000   2877.1904     -27872.291      0             -24897.415      112661.22    
    177500   2867.7162     -27858.396      0             -24893.316      112842.86    
    178000   2883.482      -27912.667      0             -24931.286      110555.43    
    178500   2951.7257     -27887.16       0             -24835.218      111690.92    
    179000   2893.0502     -27870.278      0             -24879.004      112316.88    
    179500   2876.2379     -27858.731      0             -24884.839      112158.16    
    180000   2911.2454     -27864.134      0             -24854.046      112668.54    
    180500   2901.234      -27892.659      0             -24892.923      111091.16    
    181000   2916.3536     -27849.465      0             -24834.096      112917.81    
    181500   2905.7184     -27867.493      0             -24863.119      112334.48    
    182000   2930.6772     -27880.602      0             -24850.422      112404.22    
    182500   2913.8207     -27850.525      0             -24837.775      112496.17    
